,KEGG,GC_adj ,GC_adj Archaea,GC_adj Bacteria,GC_adj Eukaryota,GC_adj Riboviria,GC_adj Varidnaviria,GC_adj unclassified viruses,GC_adjUnclassified,gene_counts ,gene_counts Archaea,gene_counts Bacteria,gene_counts Eukaryota,gene_counts Riboviria,gene_counts Varidnaviria,gene_counts unclassified viruses,gene_countsUnclassified
2293,K20807,,,0.624,,,,,,,,1.4679,,,,,
2294,K20844,,,0.68,,,,,,,,2.626,,,,,
2295,K20896,,,0.601,,,,,,,,5.2025,,,,,
2296,K20940,,,0.624,,,,,,,,4.8503,,,,,
2297,K20941,,,0.617,,,,,,,,6.0983,,,,,
2298,K20975,,,0.615,,,,,,,,5.5499,,,,,
2299,K20976,,,0.6883495602378286,,,,,0.722,,,20.427899999999998,,,,,3.5188
2300,K21014,,,0.5707856378807992,,,,,,,,22.4697,,,,,
2301,K21023,,,0.6756830102990113,,,,,,,,34.1811,,,,,
2302,K21062,,,0.612,,,,,,,,4.1988,,,,,
2303,K21087,,,,,,,,0.6629999999999999,,,,,,,,2.5938
2304,K21136,,,0.664,,,,,,,,7.8407,,,,,
2305,K21140,,,0.6928999197134179,,,,,,,,44.974,,,,,
2306,K21142,,,0.7070000000000001,,,,,,,,7.1242,,,,,
2307,K21159,,,0.7090000000000001,,,,,,,,5.0756,,,,,
2308,K21162,,,0.5387285860764602,,,,,,,,31.136100000000003,,,,,
2309,K21185,,,0.7201458418370299,,,,,,,,14.2518,,,,,
2310,K21195,,,0.6686941988293128,,,,,,,,7.297700000000001,,,,,
2311,K21308,,,0.619,,,,,,,,7.2675,,,,,
2312,K21310,,,0.5598496472808854,,,,,,,,29.2093,,,,,
2313,K21349,,,0.7174718669405536,,,,,,,,24.2376,,,,,
2314,K21394,,,0.6467759194455351,,,,,,,,53.88250000000001,,,,,
2315,K21395,,,0.6213824803121014,,,,,,,,130.72239999999996,,,,,
2316,K21401,,,0.728,,,,,,,,15.5566,,,,,
2317,K21420,,,0.640801843124529,,,,,,,,20.377699999999997,,,,,
2318,K21430,,,0.6033948238883047,,,,,,,,19.9253,,,,,
2319,K21470,,,0.6051540864928315,,,,,,,,88.92599999999999,,,,,
2320,K21471,,,0.6798275231284711,,,,,,,,29.6576,,,,,
2321,K21472,,,0.7099081215266915,,,,,,,,64.6495,,,,,
2322,K21481,,,0.5005904412721295,,,,,,,,6.9117999999999995,,,,,
2323,K21495,,,0.655627793823508,,,,,0.6192744709246425,,,34.486,,,,,18.4692
2324,K21498,,,0.5852625800345301,,,,,,,,21.0501,,,,,
2325,K21514,,,0.655,,,,,,,,4.0684,,,,,
2326,K21572,,,0.4938660887824198,,,,,,,,13.799400000000002,,,,,
2327,K21600,,,0.6726123754384853,,,,,,,,47.963300000000004,,,,,
2328,K21672,,,0.718,,,,,,,,7.3495,,,,,
2329,K21677,,,0.669,,,,,,,,5.3527,,,,,
2330,K21688,,,0.625,,,,,,,,4.7521,,,,,
2331,K21695,,,0.5974828639582135,,,,,0.552,,,8.9975,,,,,4.5063
2332,K21700,,,0.6254795005786784,,,,,,,,55.947399999999995,,,,,
2333,K21721,,,0.7122446732711141,,,,,,,,13.4555,,,,,
2334,K21741,,,0.66,,,,,,,,6.9415,,,,,
2335,K21744,,,0.6711237539980275,,,,,,,,24.033,,,,,
2336,K21801,,,0.674,,,,,,,,7.599,,,,,
2337,K21834,,,0.6579999999999998,,,,,,,,6.0285,,,,,
2338,K21883,,,0.622,,,,,,,,6.6058,,,,,
2339,K21885,,,0.7085490986989379,,,,,,,,11.4392,,,,,
2340,K21908,,,0.6619445011789977,,,,,0.6560100912892268,,,73.78529999999999,,,,,68.4681
2341,K21919,,,0.67,,,,,,,,4.718,,,,,
2342,K21929,,0.6621515566833323,0.667578878032729,,,,,0.5785047626229688,,8.3693,443.1641000000001,,,,,6.3785
2343,K21947,,,0.7040000000000001,,,,,,,,10.8752,,,,,
2344,K21959,,,0.6644849851296161,,,,,,,,9.6837,,,,,
2345,K21961,,,,,,,,0.755,,,,,,,,5.8788
2346,K21962,,,0.747,,,,,,,,6.1281,,,,,
2347,K22010,,,0.7019269200631928,,,,,,,,74.6832,,,,,
2348,K22025,,,0.6524815421744379,,,,,,,,12.1663,,,,,
2349,K22042,,,0.5710000000000001,,,,,,,,5.2228,,,,,
2350,K22044,,,0.68747250006111,,,,,,,,46.8442,,,,,
2351,K22074,,,0.5944274779395368,,,,,,,,20.199699999999996,,,,,
2352,K22081,,,0.71,,,,,,,,11.3857,,,,,
2353,K22082,,,0.6940000000000001,,,,,,,,23.6303,,,,,
2354,K22107,,,0.7229999999999999,0.7390000000000001,,,,,,,10.2416,8.7406,,,,
2355,K22108,,,0.700570675844594,,,,,,,,36.2394,,,,,
2356,K22130,,,0.664,,,,,,,,4.6153,,,,,
2357,K22205,,,0.6665052477863975,,,,,,,,15.6786,,,,,
2358,K22209,,,0.631,,,,,,,,8.0755,,,,,
2359,K22210,,,0.6899062445560215,,,,,,,,13.5978,,,,,
2360,K22225,,0.35700000000000004,,,,,,,,3.1945,,,,,,
2361,K22250,,,0.7044323800292411,,,,,,,,25.5298,,,,,
2362,K22278,,,0.6518731491310731,,,,,,,,82.3822,,,,,
2363,K22296,,,0.6729999999999999,,,,,,,,5.7313,,,,,
2364,K22297,,,0.667,,,,,,,,15.9663,,,,,
2365,K22299,,,0.7210022897792232,,,,,,,,25.3609,,,,,
2366,K22305,,,0.7170000000000001,,,,,,,,6.3203,,,,,
2367,K22310,,,0.5647625231011277,,,,,,,,6.1866,,,,,
2368,K22317,,,0.6409999999999999,,,,,,,,4.9541,,,,,
2369,K22336,,,0.6809999999999999,,,,,,,,16.2214,,,,,
2370,K22348,,,0.6980000000000001,,,,,,,,3.7093,,,,,
2371,K22373,,,0.742,,,,,,,,4.4571,,,,,
2372,K22390,,0.35200000000000004,,,,,,,,4.0649,,,,,,
2373,K22441,,,0.4980964335159688,,,,,0.6709999999999999,,,7.7391000000000005,,,,,5.6804
2374,K22452,,0.76,0.6662686246755645,,,,,,,3.1166,88.1682,,,,,
2375,K22468,,,0.642382009234416,,,,,,,,47.5484,,,,,
2376,K22476,,,0.6744898920637596,,,,,,,,14.361500000000001,,,,,
2377,K22479,,,0.6174077200724594,,,,,,,,36.7601,,,,,
2378,K22491,,,0.7119482157863075,,,,,,,,36.6357,,,,,
2379,K22522,,,0.7010301630764336,,,,,,,,63.225,,,,,
2380,K22552,,,0.67,,,,,,,,3.7728,,,,,
2381,K22622,,,0.6328828632134831,,,,,,,,34.0194,,,,,
2382,K22684,,,0.6558447482987538,,,,,,,,13.9834,,,,,
2383,K22704,,,0.557,,,,,,,,8.1256,,,,,
2384,K22719,,,0.6545318582358746,,,,,,,,14.5406,,,,,
2385,K22736,,0.349,0.6979447666885252,,,,,0.7909999999999999,,3.6069,63.0325,,,,,8.7559
2386,K22737,,,0.6268895354727351,,,,,,,,33.7834,,,,,
2387,K22757,,,0.5534264794249216,,,,,,,,13.2118,,,,,
2388,K22844,,,0.609,,,,,,,,1.7287,,,,,
2389,K22881,,,,,,,,0.39199999999999996,,,,,,,,2.9393
2390,K22894,,,0.7185910119669401,,,,,,,,160.56739999999996,,,,,
2391,K22900,,,0.6675619016014328,,,,,,,,28.4406,,,,,
2392,K22905,,,0.6197900371520612,,,,,,,,11.9111,,,,,
2393,K22907,,,0.674,,,,,,,,7.9439,,,,,
2394,K22928,,,0.47800000000000004,,,,,,,,3.3692,,,,,
2395,K22969,,,0.662,,,,,,,,4.6375,,,,,
2396,K23107,,,0.645,,,,,,,,4.4771,,,,,
2397,K23205,,,0.7490000000000002,,,,,,,,7.7143,,,,,
2398,K23246,,,0.638,,,,,,,,3.7462,,,,,
2399,K23258,,,0.7140000000000001,,,,,,,,8.2308,,,,,
2400,K23262,,0.635,0.6031226025474449,,,,,,,2.973,30.8641,,,,,
2401,K23264,,,0.6580384661412518,,,,,,,,97.77099999999999,,,,,
2402,K23265,,,0.6723400297086268,,,,,,,,28.933799999999998,,,,,
2403,K23349,,,0.66,,,,,,,,6.1223,,,,,
2404,K23356,,,,,,,,0.7182679142375303,,,,,,,,23.4709
2405,K23393,,,0.7101679532453211,,,,,,,,17.5595,,,,,
2406,K23499,,,0.5917805362790167,,,,,,,,8.0579,,,,,
2407,K23504,,,0.6459999999999999,,,,,,,,4.0441,,,,,
2408,K23518,,,0.6850508955090928,,,,,,,,32.586800000000004,,,,,
2409,K23536,,,0.6597049611074889,,,,,,,,35.6213,,,,,
2410,K23541,,,0.7160168945484414,,,,,,,,30.275900000000004,,,,,
2411,K23555,,,0.615662188406379,,,,,,,,27.653,,,,,
2412,K23684,,,0.6163394317245827,,,,,,,,16.204,,,,,
2413,K23753,,,0.6409999999999999,,,,,,,,6.1359,,,,,
2414,K23775,,,0.6827418579444814,,,,,,,,23.8438,,,,,
2415,K23778,,,0.7390000000000001,,,,,,,,3.3631,,,,,
2416,K23779,,,0.7062464866042971,,,,,,,,22.6902,,,,,
2417,K23886,,,0.6884478691223621,,,,,,,,22.4773,,,,,
2418,K23948,,,0.6459999999999999,,,,,,,,9.6503,,,,,
2419,K24104,,0.327,,,,,,,,3.9081,,,,,,
2420,K24105,,,0.6048304996801851,,,,,,,,20.5564,,,,,
2421,K24120,,,0.6617854716268927,,,,,,,,9.722000000000001,,,,,
2422,K24129,,,0.5099305937328202,,,,,,,,13.096799999999998,,,,,
2423,K24131,,,0.641330049174988,,,,,,,,24.7117,,,,,
2424,K24138,,,0.6050569392122319,,,,,,,,8.0093,,,,,
2425,K24158,,,0.607234767945315,,,,,,,,33.698299999999996,,,,,
2426,K24160,,,0.6843721918027518,,,,,,,,12.5428,,,,,
2427,K24206,,,0.6920000000000001,,,,,,,,14.4005,,,,,
2428,K24217,,,0.6707723608175533,,,,,,,,10.481,,,,,
2429,K24450,,0.39,,,,,,,,3.3993,,,,,,
